week,tool_id,scheduled_hours,pm_hours,downtime_hours,available_hours,toolset,process,theoretical_wph,effective_capacity
14,ETCH_B01,168,2,6,160,ETCH_B,Etch,32,5120
14,ETCH_B02,168,5,1,162,ETCH_B,Etch,33,5346
14,ETCH_B03,168,5,17,146,ETCH_B,Etch,31,4526
14,DEPO_A01,168,1,17,150,DEPO_A,Deposition,28,4200
14,DEPO_A02,168,10,18,140,DEPO_A,Deposition,30,4200
14,DEPO_A03,168,1,19,148,DEPO_A,Deposition,29,4292
14,DEPO_B01,168,8,5,155,DEPO_B,Deposition,26,4030
14,DEPO_B02,168,0,14,154,DEPO_B,Deposition,27,4158
14,DEPO_B03,168,11,9,148,DEPO_B,Deposition,28,4144
14,CMP_A01,168,2,16,150,CMP_A,CMP,22,3300
14,CMP_A02,168,4,3,161,CMP_A,CMP,23,3703
14,CMP_A03,168,9,16,143,CMP_A,CMP,21,3003
14,CMP_B01,168,9,16,143,CMP_B,CMP,20,2860
14,CMP_B02,168,11,19,138,CMP_B,CMP,21,2898
14,CMP_B03,168,7,4,157,CMP_B,CMP,22,3454
14,IMPLANT_A01,168,1,5,162,IMPLANT_A,Implant,25,4050
14,IMPLANT_A02,168,4,1,163,IMPLANT_A,Implant,26,4238
14,IMPLANT_A03,168,12,10,146,IMPLANT_A,Implant,24,3504
14,IMPLANT_B01,168,10,15,143,IMPLANT_B,Implant,23,3289
14,IMPLANT_B02,168,10,18,140,IMPLANT_B,Implant,24,3360
14,IMPLANT_B03,168,8,15,145,IMPLANT_B,Implant,25,3625
15,LITHO_A01,168,10,15,143,LITHO_A,Lithography,20,2860
15,LITHO_A02,168,7,3,158,LITHO_A,Lithography,21,3318
15,LITHO_A03,168,7,3,158,LITHO_A,Lithography,19,3002
15,LITHO_B01,168,7,2,159,LITHO_B,Lithography,18,2862
15,LITHO_B02,168,2,17,149,LITHO_B,Lithography,20,2980
15,LITHO_B03,168,12,18,138,LITHO_B,Lithography,19,2622
15,ETCH_A01,168,2,20,146,ETCH_A,Etch,35,5110
15,ETCH_A02,168,4,17,147,ETCH_A,Etch,34,4998
15,ETCH_A03,168,11,9,148,ETCH_A,Etch,36,5328
15,ETCH_B01,168,12,20,136,ETCH_B,Etch,32,4352
15,ETCH_B02,168,5,0,163,ETCH_B,Etch,33,5379
15,ETCH_B03,168,4,8,156,ETCH_B,Etch,31,4836
15,DEPO_A01,168,11,13,144,DEPO_A,Deposition,28,4032
15,DEPO_A02,168,1,16,151,DEPO_A,Deposition,30,4530
15,DEPO_A03,168,9,12,147,DEPO_A,Deposition,29,4263
15,DEPO_B01,168,10,8,150,DEPO_B,Deposition,26,3900
15,DEPO_B02,168,9,14,145,DEPO_B,Deposition,27,3915
15,DEPO_B03,168,8,14,146,DEPO_B,Deposition,28,4088
15,CMP_A01,168,7,10,151,CMP_A,CMP,22,3322
15,CMP_A02,168,12,16,140,CMP_A,CMP,23,3220
15,CMP_A03,168,9,3,156,CMP_A,CMP,21,3276
15,CMP_B01,168,0,7,161,CMP_B,CMP,20,3220
15,CMP_B02,168,0,2,166,CMP_B,CMP,21,3486
15,CMP_B03,168,12,19,137,CMP_B,CMP,22,3014
15,IMPLANT_A01,168,7,13,148,IMPLANT_A,Implant,25,3700
15,IMPLANT_A02,168,9,13,146,IMPLANT_A,Implant,26,3796
15,IMPLANT_A03,168,7,1,160,IMPLANT_A,Implant,24,3840
15,IMPLANT_B01,168,12,13,143,IMPLANT_B,Implant,23,3289
15,IMPLANT_B02,168,10,18,140,IMPLANT_B,Implant,24,3360
15,IMPLANT_B03,168,6,2,160,IMPLANT_B,Implant,25,4000
16,LITHO_A01,168,6,13,149,LITHO_A,Lithography,20,2980
16,LITHO_A02,168,10,14,144,LITHO_A,Lithography,21,3024
16,LITHO_A03,168,11,12,145,LITHO_A,Lithography,19,2755
16,LITHO_B01,168,1,5,162,LITHO_B,Lithography,18,2916
16,LITHO_B02,168,2,18,148,LITHO_B,Lithography,20,2960
16,LITHO_B03,168,8,4,156,LITHO_B,Lithography,19,2964
16,ETCH_A01,168,11,9,148,ETCH_A,Etch,35,5180
16,ETCH_A02,168,6,16,146,ETCH_A,Etch,34,4964
16,ETCH_A03,168,6,11,151,ETCH_A,Etch,36,5436
16,ETCH_B01,168,8,16,144,ETCH_B,Etch,32,4608
16,ETCH_B02,168,12,19,137,ETCH_B,Etch,33,4521
16,ETCH_B03,168,8,3,157,ETCH_B,Etch,31,4867
16,DEPO_A01,168,9,2,157,DEPO_A,Deposition,28,4396
16,DEPO_A02,168,8,12,148,DEPO_A,Deposition,30,4440
16,DEPO_A03,168,1,14,153,DEPO_A,Deposition,29,4437
16,DEPO_B01,168,3,14,151,DEPO_B,Deposition,26,3926
16,DEPO_B02,168,5,1,162,DEPO_B,Deposition,27,4374
16,DEPO_B03,168,7,7,154,DEPO_B,Deposition,28,4312
16,CMP_A01,168,0,11,157,CMP_A,CMP,22,3454
16,CMP_A02,168,2,9,157,CMP_A,CMP,23,3611
16,CMP_A03,168,8,4,156,CMP_A,CMP,21,3276
16,CMP_B01,168,5,19,144,CMP_B,CMP,20,2880
16,CMP_B02,168,9,1,158,CMP_B,CMP,21,3318
16,CMP_B03,168,10,12,146,CMP_B,CMP,22,3212
16,IMPLANT_A01,168,5,4,159,IMPLANT_A,Implant,25,3975
16,IMPLANT_A02,168,8,0,160,IMPLANT_A,Implant,26,4160
16,IMPLANT_A03,168,4,20,144,IMPLANT_A,Implant,24,3456
16,IMPLANT_B01,168,5,5,158,IMPLANT_B,Implant,23,3634
16,IMPLANT_B02,168,6,15,147,IMPLANT_B,Implant,24,3528
16,IMPLANT_B03,168,3,10,155,IMPLANT_B,Implant,25,3875
17,LITHO_A01,168,7,8,153,LITHO_A,Lithography,20,3060
17,LITHO_A02,168,6,2,160,LITHO_A,Lithography,21,3360
17,LITHO_A03,168,2,7,159,LITHO_A,Lithography,19,3021
17,LITHO_B01,168,4,3,161,LITHO_B,Lithography,18,2898
17,LITHO_B02,168,7,5,156,LITHO_B,Lithography,20,3120
17,LITHO_B03,168,1,19,148,LITHO_B,Lithography,19,2812
17,ETCH_A01,168,11,10,147,ETCH_A,Etch,35,5145
17,ETCH_A02,168,3,14,151,ETCH_A,Etch,34,5134
17,ETCH_A03,168,5,16,147,ETCH_A,Etch,36,5292
17,ETCH_B01,168,7,5,156,ETCH_B,Etch,32,4992
17,ETCH_B02,168,2,1,165,ETCH_B,Etch,33,5445
17,ETCH_B03,168,10,7,151,ETCH_B,Etch,31,4681
17,DEPO_A01,168,9,18,141,DEPO_A,Deposition,28,3948
17,DEPO_A02,168,12,11,145,DEPO_A,Deposition,30,4350
17,DEPO_A03,168,4,5,159,DEPO_A,Deposition,29,4611
17,DEPO_B01,168,9,3,156,DEPO_B,Deposition,26,4056
17,DEPO_B02,168,2,19,147,DEPO_B,Deposition,27,3969
17,DEPO_B03,168,0,19,149,DEPO_B,Deposition,28,4172
17,CMP_A01,168,0,11,157,CMP_A,CMP,22,3454
17,CMP_A02,168,0,13,155,CMP_A,CMP,23,3565
17,CMP_A03,168,5,4,159,CMP_A,CMP,21,3339
17,CMP_B01,168,10,3,155,CMP_B,CMP,20,3100
17,CMP_B02,168,12,10,146,CMP_B,CMP,21,3066
17,CMP_B03,168,2,0,166,CMP_B,CMP,22,3652
17,IMPLANT_A01,168,5,17,146,IMPLANT_A,Implant,25,3650
17,IMPLANT_A02,168,7,9,152,IMPLANT_A,Implant,26,3952
17,IMPLANT_A03,168,4,9,155,IMPLANT_A,Implant,24,3720
17,IMPLANT_B01,168,11,1,156,IMPLANT_B,Implant,23,3588
17,IMPLANT_B02,168,12,7,149,IMPLANT_B,Implant,24,3576
17,IMPLANT_B03,168,1,19,148,IMPLANT_B,Implant,25,3700
18,LITHO_A01,168,0,4,164,LITHO_A,Lithography,20,3280
18,LITHO_A02,168,8,16,144,LITHO_A,Lithography,21,3024
18,LITHO_A03,168,8,10,150,LITHO_A,Lithography,19,2850
18,LITHO_B01,168,7,5,156,LITHO_B,Lithography,18,2808
18,LITHO_B02,168,6,2,160,LITHO_B,Lithography,20,3200
18,LITHO_B03,168,0,4,164,LITHO_B,Lithography,19,3116
18,ETCH_A01,168,11,11,146,ETCH_A,Etch,35,5110
18,ETCH_A02,168,1,13,154,ETCH_A,Etch,34,5236
18,ETCH_A03,168,4,10,154,ETCH_A,Etch,36,5544
18,ETCH_B01,168,8,1,159,ETCH_B,Etch,32,5088
18,ETCH_B02,168,11,2,155,ETCH_B,Etch,33,5115
18,ETCH_B03,168,2,0,166,ETCH_B,Etch,31,5146
18,DEPO_A01,168,7,7,154,DEPO_A,Deposition,28,4312
18,DEPO_A02,168,10,8,150,DEPO_A,Deposition,30,4500
18,DEPO_A03,168,4,13,151,DEPO_A,Deposition,29,4379
18,DEPO_B01,168,11,2,155,DEPO_B,Deposition,26,4030
18,DEPO_B02,168,4,4,160,DEPO_B,Deposition,27,4320
18,DEPO_B03,168,4,18,146,DEPO_B,Deposition,28,4088
18,CMP_A01,168,10,13,145,CMP_A,CMP,22,3190
18,CMP_A02,168,9,3,156,CMP_A,CMP,23,3588
18,CMP_A03,168,8,12,148,CMP_A,CMP,21,3108
18,CMP_B01,168,9,17,142,CMP_B,CMP,20,2840
18,CMP_B02,168,7,7,154,CMP_B,CMP,21,3234
18,CMP_B03,168,6,7,155,CMP_B,CMP,22,3410
18,IMPLANT_A01,168,2,5,161,IMPLANT_A,Implant,25,4025
18,IMPLANT_A02,168,0,14,154,IMPLANT_A,Implant,26,4004
18,IMPLANT_A03,168,0,16,152,IMPLANT_A,Implant,24,3648
18,IMPLANT_B01,168,0,14,154,IMPLANT_B,Implant,23,3542
18,IMPLANT_B02,168,6,1,161,IMPLANT_B,Implant,24,3864
18,IMPLANT_B03,168,4,7,157,IMPLANT_B,Implant,25,3925
19,LITHO_A01,168,7,18,143,LITHO_A,Lithography,20,2860
19,LITHO_A02,168,6,18,144,LITHO_A,Lithography,21,3024
19,LITHO_A03,168,5,5,158,LITHO_A,Lithography,19,3002
19,LITHO_B01,168,2,6,160,LITHO_B,Lithography,18,2880
19,LITHO_B02,168,2,7,159,LITHO_B,Lithography,20,3180
19,LITHO_B03,168,9,19,140,LITHO_B,Lithography,19,2660
19,ETCH_A01,168,12,0,156,ETCH_A,Etch,35,5460
19,ETCH_A02,168,3,6,159,ETCH_A,Etch,34,5406
19,ETCH_A03,168,10,3,155,ETCH_A,Etch,36,5580
19,ETCH_B01,168,12,5,151,ETCH_B,Etch,32,4832
19,ETCH_B02,168,8,0,160,ETCH_B,Etch,33,5280
19,ETCH_B03,168,12,4,152,ETCH_B,Etch,31,4712
19,DEPO_A01,168,10,0,158,DEPO_A,Deposition,28,4424
19,DEPO_A02,168,3,1,164,DEPO_A,Deposition,30,4920
19,DEPO_A03,168,9,4,155,DEPO_A,Deposition,29,4495
19,DEPO_B01,168,10,9,149,DEPO_B,Deposition,26,3874
19,DEPO_B02,168,0,5,163,DEPO_B,Deposition,27,4401
19,DEPO_B03,168,12,14,142,DEPO_B,Deposition,28,3976
19,CMP_A01,168,3,12,153,CMP_A,CMP,22,3366
19,CMP_A02,168,7,19,142,CMP_A,CMP,23,3266
19,CMP_A03,168,7,14,147,CMP_A,CMP,21,3087
19,CMP_B01,168,12,7,149,CMP_B,CMP,20,2980
19,CMP_B02,168,4,14,150,CMP_B,CMP,21,3150
19,CMP_B03,168,3,11,154,CMP_B,CMP,22,3388
19,IMPLANT_A01,168,12,1,155,IMPLANT_A,Implant,25,3875
19,IMPLANT_A02,168,10,18,140,IMPLANT_A,Implant,26,3640
19,IMPLANT_A03,168,2,3,163,IMPLANT_A,Implant,24,3912
19,IMPLANT_B01,168,3,10,155,IMPLANT_B,Implant,23,3565
19,IMPLANT_B02,168,10,4,154,IMPLANT_B,Implant,24,3696
19,IMPLANT_B03,168,3,10,155,IMPLANT_B,Implant,25,3875
20,LITHO_A01,168,9,7,152,LITHO_A,Lithography,20,3040
20,LITHO_A02,168,5,5,158,LITHO_A,Lithography,21,3318
20,LITHO_A03,168,7,14,147,LITHO_A,Lithography,19,2793
20,LITHO_B01,168,9,13,146,LITHO_B,Lithography,18,2628
20,LITHO_B02,168,10,11,147,LITHO_B,Lithography,20,2940
20,LITHO_B03,168,9,12,147,LITHO_B,Lithography,19,2793
20,ETCH_A01,168,7,17,144,ETCH_A,Etch,35,5040
20,ETCH_A02,168,8,0,160,ETCH_A,Etch,34,5440
20,ETCH_A03,168,7,10,151,ETCH_A,Etch,36,5436
20,ETCH_B01,168,11,11,146,ETCH_B,Etch,32,4672
20,ETCH_B02,168,3,15,150,ETCH_B,Etch,33,4950
20,ETCH_B03,168,3,4,161,ETCH_B,Etch,31,4991
20,DEPO_A01,168,7,4,157,DEPO_A,Deposition,28,4396
20,DEPO_A02,168,7,9,152,DEPO_A,Deposition,30,4560
20,DEPO_A03,168,0,8,160,DEPO_A,Deposition,29,4640
20,DEPO_B01,168,5,18,145,DEPO_B,Deposition,26,3770
20,DEPO_B02,168,12,13,143,DEPO_B,Deposition,27,3861
20,DEPO_B03,168,7,8,153,DEPO_B,Deposition,28,4284
20,CMP_A01,168,5,10,153,CMP_A,CMP,22,3366
20,CMP_A02,168,6,0,162,CMP_A,CMP,23,3726
20,CMP_A03,168,4,20,144,CMP_A,CMP,21,3024
20,CMP_B01,168,9,13,146,CMP_B,CMP,20,2920
20,CMP_B02,168,3,0,165,CMP_B,CMP,21,3465
20,CMP_B03,168,5,18,145,CMP_B,CMP,22,3190
20,IMPLANT_A01,168,7,14,147,IMPLANT_A,Implant,25,3675
20,IMPLANT_A02,168,4,14,150,IMPLANT_A,Implant,26,3900
20,IMPLANT_A03,168,8,20,140,IMPLANT_A,Implant,24,3360
20,IMPLANT_B01,168,8,9,151,IMPLANT_B,Implant,23,3473
20,IMPLANT_B02,168,3,20,145,IMPLANT_B,Implant,24,3480
20,IMPLANT_B03,168,9,8,151,IMPLANT_B,Implant,25,3775
21,LITHO_A01,168,2,19,147,LITHO_A,Lithography,20,2940
21,LITHO_A02,168,8,10,150,LITHO_A,Lithography,21,3150
21,LITHO_A03,168,5,1,162,LITHO_A,Lithography,19,3078
21,LITHO_B01,168,6,17,145,LITHO_B,Lithography,18,2610
21,LITHO_B02,168,10,1,157,LITHO_B,Lithography,20,3140
21,LITHO_B03,168,10,16,142,LITHO_B,Lithography,19,2698
21,ETCH_A01,168,10,11,147,ETCH_A,Etch,35,5145
21,ETCH_A02,168,10,18,140,ETCH_A,Etch,34,4760
21,ETCH_A03,168,5,6,157,ETCH_A,Etch,36,5652
21,ETCH_B01,168,3,5,160,ETCH_B,Etch,32,5120
21,ETCH_B02,168,4,0,164,ETCH_B,Etch,33,5412
21,ETCH_B03,168,0,10,158,ETCH_B,Etch,31,4898
21,DEPO_A01,168,5,17,146,DEPO_A,Deposition,28,4088
21,DEPO_A02,168,4,16,148,DEPO_A,Deposition,30,4440
21,DEPO_A03,168,6,16,146,DEPO_A,Deposition,29,4234
21,DEPO_B01,168,3,8,157,DEPO_B,Deposition,26,4082
21,DEPO_B02,168,0,19,149,DEPO_B,Deposition,27,4023
21,DEPO_B03,168,5,7,156,DEPO_B,Deposition,28,4368
21,CMP_A01,168,0,6,162,CMP_A,CMP,22,3564
21,CMP_A02,168,0,12,156,CMP_A,CMP,23,3588
21,CMP_A03,168,6,18,144,CMP_A,CMP,21,3024
21,CMP_B01,168,10,18,140,CMP_B,CMP,20,2800
21,CMP_B02,168,12,16,140,CMP_B,CMP,21,2940
21,CMP_B03,168,12,15,141,CMP_B,CMP,22,3102
21,IMPLANT_A01,168,7,18,143,IMPLANT_A,Implant,25,3575
21,IMPLANT_A02,168,1,0,167,IMPLANT_A,Implant,26,4342
21,IMPLANT_A03,168,2,14,152,IMPLANT_A,Implant,24,3648
21,IMPLANT_B01,168,1,1,166,IMPLANT_B,Implant,23,3818
21,IMPLANT_B02,168,5,16,147,IMPLANT_B,Implant,24,3528
21,IMPLANT_B03,168,1,5,162,IMPLANT_B,Implant,25,4050
22,LITHO_A01,168,2,3,163,LITHO_A,Lithography,20,3260
22,LITHO_A02,168,0,7,161,LITHO_A,Lithography,21,3381
22,LITHO_A03,168,12,6,150,LITHO_A,Lithography,19,2850
22,LITHO_B01,168,2,9,157,LITHO_B,Lithography,18,2826
22,LITHO_B02,168,9,18,141,LITHO_B,Lithography,20,2820
22,LITHO_B03,168,1,0,167,LITHO_B,Lithography,19,3173
22,ETCH_A01,168,6,17,145,ETCH_A,Etch,35,5075
22,ETCH_A02,168,6,7,155,ETCH_A,Etch,34,5270
22,ETCH_A03,168,0,2,166,ETCH_A,Etch,36,5976
22,ETCH_B01,168,7,7,154,ETCH_B,Etch,32,4928
22,ETCH_B02,168,5,14,149,ETCH_B,Etch,33,4917
22,ETCH_B03,168,4,2,162,ETCH_B,Etch,31,5022
22,DEPO_A01,168,2,0,166,DEPO_A,Deposition,28,4648
22,DEPO_A02,168,11,14,143,DEPO_A,Deposition,30,4290
22,DEPO_A03,168,7,1,160,DEPO_A,Deposition,29,4640
22,DEPO_B01,168,2,13,153,DEPO_B,Deposition,26,3978
22,DEPO_B02,168,7,13,148,DEPO_B,Deposition,27,3996
22,DEPO_B03,168,10,15,143,DEPO_B,Deposition,28,4004
22,CMP_A01,168,3,19,146,CMP_A,CMP,22,3212
22,CMP_A02,168,4,20,144,CMP_A,CMP,23,3312
22,CMP_A03,168,6,15,147,CMP_A,CMP,21,3087
22,CMP_B01,168,1,6,161,CMP_B,CMP,20,3220
22,CMP_B02,168,9,6,153,CMP_B,CMP,21,3213
22,CMP_B03,168,0,20,148,CMP_B,CMP,22,3256
22,IMPLANT_A01,168,2,15,151,IMPLANT_A,Implant,25,3775
22,IMPLANT_A02,168,12,18,138,IMPLANT_A,Implant,26,3588
22,IMPLANT_A03,168,3,17,148,IMPLANT_A,Implant,24,3552
22,IMPLANT_B01,168,1,0,167,IMPLANT_B,Implant,23,3841
22,IMPLANT_B02,168,4,19,145,IMPLANT_B,Implant,24,3480
22,IMPLANT_B03,168,10,9,149,IMPLANT_B,Implant,25,3725
23,LITHO_A01,168,1,2,165,LITHO_A,Lithography,20,3300
23,LITHO_A02,168,6,11,151,LITHO_A,Lithography,21,3171
23,LITHO_A03,168,3,4,161,LITHO_A,Lithography,19,3059
23,LITHO_B01,168,4,5,159,LITHO_B,Lithography,18,2862
23,LITHO_B02,168,8,1,159,LITHO_B,Lithography,20,3180
23,LITHO_B03,168,4,11,153,LITHO_B,Lithography,19,2907
23,ETCH_A01,168,2,19,147,ETCH_A,Etch,35,5145
23,ETCH_A02,168,9,11,148,ETCH_A,Etch,34,5032
23,ETCH_A03,168,7,16,145,ETCH_A,Etch,36,5220
23,ETCH_B01,168,9,13,146,ETCH_B,Etch,32,4672
23,ETCH_B02,168,6,16,146,ETCH_B,Etch,33,4818
23,ETCH_B03,168,1,18,149,ETCH_B,Etch,31,4619
23,DEPO_A01,168,0,13,155,DEPO_A,Deposition,28,4340
23,DEPO_A02,168,8,7,153,DEPO_A,Deposition,30,4590
23,DEPO_A03,168,1,12,155,DEPO_A,Deposition,29,4495
23,DEPO_B01,168,8,6,154,DEPO_B,Deposition,26,4004
23,DEPO_B02,168,8,10,150,DEPO_B,Deposition,27,4050
23,DEPO_B03,168,3,12,153,DEPO_B,Deposition,28,4284
23,CMP_A01,168,1,4,163,CMP_A,CMP,22,3586
23,CMP_A02,168,10,5,153,CMP_A,CMP,23,3519
23,CMP_A03,168,1,20,147,CMP_A,CMP,21,3087
23,CMP_B01,168,9,3,156,CMP_B,CMP,20,3120
23,CMP_B02,168,8,5,155,CMP_B,CMP,21,3255
23,CMP_B03,168,1,16,151,CMP_B,CMP,22,3322
23,IMPLANT_A01,168,4,5,159,IMPLANT_A,Implant,25,3975
23,IMPLANT_A02,168,9,11,148,IMPLANT_A,Implant,26,3848
23,IMPLANT_A03,168,6,20,142,IMPLANT_A,Implant,24,3408
23,IMPLANT_B01,168,9,20,139,IMPLANT_B,Implant,23,3197
23,IMPLANT_B02,168,10,5,153,IMPLANT_B,Implant,24,3672
23,IMPLANT_B03,168,10,7,151,IMPLANT_B,Implant,25,3775
24,LITHO_A01,168,1,11,156,LITHO_A,Lithography,20,3120
24,LITHO_A02,168,12,20,136,LITHO_A,Lithography,21,2856
24,LITHO_A03,168,6,9,153,LITHO_A,Lithography,19,2907
24,LITHO_B01,168,12,16,140,LITHO_B,Lithography,18,2520
24,LITHO_B02,168,9,20,139,LITHO_B,Lithography,20,2780
24,LITHO_B03,168,11,13,144,LITHO_B,Lithography,19,2736
24,ETCH_A01,168,1,10,157,ETCH_A,Etch,35,5495
24,ETCH_A02,168,0,18,150,ETCH_A,Etch,34,5100
24,ETCH_A03,168,4,3,161,ETCH_A,Etch,36,5796
24,ETCH_B01,168,2,20,146,ETCH_B,Etch,32,4672
24,ETCH_B02,168,10,7,151,ETCH_B,Etch,33,4983
24,ETCH_B03,168,10,3,155,ETCH_B,Etch,31,4805
24,DEPO_A01,168,0,6,162,DEPO_A,Deposition,28,4536
24,DEPO_A02,168,7,2,159,DEPO_A,Deposition,30,4770
24,DEPO_A03,168,5,1,162,DEPO_A,Deposition,29,4698
24,DEPO_B01,168,6,14,148,DEPO_B,Deposition,26,3848
24,DEPO_B02,168,7,4,157,DEPO_B,Deposition,27,4239
24,DEPO_B03,168,7,0,161,DEPO_B,Deposition,28,4508
24,CMP_A01,168,9,3,156,CMP_A,CMP,22,3432
24,CMP_A02,168,3,18,147,CMP_A,CMP,23,3381
24,CMP_A03,168,2,19,147,CMP_A,CMP,21,3087
24,CMP_B01,168,10,16,142,CMP_B,CMP,20,2840
24,CMP_B02,168,10,12,146,CMP_B,CMP,21,3066
24,CMP_B03,168,10,1,157,CMP_B,CMP,22,3454
24,IMPLANT_A01,168,8,1,159,IMPLANT_A,Implant,25,3975
24,IMPLANT_A02,168,4,8,156,IMPLANT_A,Implant,26,4056
24,IMPLANT_A03,168,8,7,153,IMPLANT_A,Implant,24,3672
24,IMPLANT_B01,168,0,0,168,IMPLANT_B,Implant,23,3864
24,IMPLANT_B02,168,8,10,150,IMPLANT_B,Implant,24,3600
24,IMPLANT_B03,168,7,9,152,IMPLANT_B,Implant,25,3800
25,LITHO_A01,168,8,6,154,LITHO_A,Lithography,20,3080
25,LITHO_A02,168,2,2,164,LITHO_A,Lithography,21,3444
25,LITHO_A03,168,1,4,163,LITHO_A,Lithography,19,3097
25,LITHO_B01,168,11,11,146,LITHO_B,Lithography,18,2628
25,LITHO_B02,168,2,5,161,LITHO_B,Lithography,20,3220
25,LITHO_B03,168,1,11,156,LITHO_B,Lithography,19,2964
25,ETCH_A01,168,2,4,162,ETCH_A,Etch,35,5670
25,ETCH_A02,168,11,16,141,ETCH_A,Etch,34,4794
25,ETCH_A03,168,12,16,140,ETCH_A,Etch,36,5040
25,ETCH_B01,168,9,16,143,ETCH_B,Etch,32,4576
25,ETCH_B02,168,11,15,142,ETCH_B,Etch,33,4686
25,ETCH_B03,168,7,18,143,ETCH_B,Etch,31,4433
25,DEPO_A01,168,7,20,141,DEPO_A,Deposition,28,3948
25,DEPO_A02,168,0,4,164,DEPO_A,Deposition,30,4920
25,DEPO_A03,168,5,15,148,DEPO_A,Deposition,29,4292
25,DEPO_B01,168,5,7,156,DEPO_B,Deposition,26,4056
25,DEPO_B02,168,8,17,143,DEPO_B,Deposition,27,3861
25,DEPO_B03,168,8,11,149,DEPO_B,Deposition,28,4172
25,CMP_A01,168,10,8,150,CMP_A,CMP,22,3300
25,CMP_A02,168,12,14,142,CMP_A,CMP,23,3266
25,CMP_A03,168,9,15,144,CMP_A,CMP,21,3024
25,CMP_B01,168,6,16,146,CMP_B,CMP,20,2920
25,CMP_B02,168,6,20,142,CMP_B,CMP,21,2982
25,CMP_B03,168,5,6,157,CMP_B,CMP,22,3454
25,IMPLANT_A01,168,4,6,158,IMPLANT_A,Implant,25,3950
25,IMPLANT_A02,168,8,18,142,IMPLANT_A,Implant,26,3692
25,IMPLANT_A03,168,7,17,144,IMPLANT_A,Implant,24,3456
25,IMPLANT_B01,168,10,17,141,IMPLANT_B,Implant,23,3243
25,IMPLANT_B02,168,3,6,159,IMPLANT_B,Implant,24,3816
25,IMPLANT_B03,168,2,17,149,IMPLANT_B,Implant,25,3725
26,LITHO_A01,168,10,9,149,LITHO_A,Lithography,20,2980
26,LITHO_A02,168,6,16,146,LITHO_A,Lithography,21,3066
26,LITHO_A03,168,7,2,159,LITHO_A,Lithography,19,3021
26,LITHO_B01,168,11,12,145,LITHO_B,Lithography,18,2610
26,LITHO_B02,168,1,2,165,LITHO_B,Lithography,20,3300
26,LITHO_B03,168,4,10,154,LITHO_B,Lithography,19,2926
26,ETCH_A01,168,7,11,150,ETCH_A,Etch,35,5250
26,ETCH_A02,168,6,14,148,ETCH_A,Etch,34,5032
26,ETCH_A03,168,7,16,145,ETCH_A,Etch,36,5220
26,ETCH_B01,168,3,12,153,ETCH_B,Etch,32,4896
26,ETCH_B02,168,1,0,167,ETCH_B,Etch,33,5511
26,ETCH_B03,168,12,9,147,ETCH_B,Etch,31,4557
26,DEPO_A01,168,11,1,156,DEPO_A,Deposition,28,4368
26,DEPO_A02,168,6,2,160,DEPO_A,Deposition,30,4800
26,DEPO_A03,168,9,1,158,DEPO_A,Deposition,29,4582
26,DEPO_B01,168,10,12,146,DEPO_B,Deposition,26,3796
26,DEPO_B02,168,12,17,139,DEPO_B,Deposition,27,3753
26,DEPO_B03,168,2,6,160,DEPO_B,Deposition,28,4480
26,CMP_A01,168,3,16,149,CMP_A,CMP,22,3278
26,CMP_A02,168,12,20,136,CMP_A,CMP,23,3128
26,CMP_A03,168,11,15,142,CMP_A,CMP,21,2982
26,CMP_B01,168,7,11,150,CMP_B,CMP,20,3000
26,CMP_B02,168,8,9,151,CMP_B,CMP,21,3171
26,CMP_B03,168,8,6,154,CMP_B,CMP,22,3388
26,IMPLANT_A01,168,3,4,161,IMPLANT_A,Implant,25,4025
26,IMPLANT_A02,168,0,16,152,IMPLANT_A,Implant,26,3952
26,IMPLANT_A03,168,2,12,154,IMPLANT_A,Implant,24,3696
26,IMPLANT_B01,168,7,17,144,IMPLANT_B,Implant,23,3312
26,IMPLANT_B02,168,3,17,148,IMPLANT_B,Implant,24,3552
26,IMPLANT_B03,168,4,15,149,IMPLANT_B,Implant,25,3725
